code,image_file,object_type_raw,object_type,material_raw,material_group,integrity_raw,integrity,part_zone_raw,part_zone,label_is_missing_part_zone,label_is_missing_material,label_is_uncertain_object_type,label_is_uncertain_part_zone
Нц-44-0498,Нц-44-0498_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-44-0500,Нц-44-0500_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-44-0870,Нц-44-0870_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-44-1035,Нц-44-1035_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-44-1075,Нц-44-1075_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-44-1077,Нц-44-1077_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-44-1159,Нц-44-1159_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-44-1181,Нц-44-1181_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-44-1182,Нц-44-1182_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0092,Нц-45-0092_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-44-1771,Нц-44-1771_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-44-1814,Нц-44-1814_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0009,Нц-45-0009_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-0012,Нц-45-0012_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0018,Нц-45-0018_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0019,Нц-45-0019_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0020,Нц-45-0020_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0021,Нц-45-0021_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0035,Нц-45-0035_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0036,Нц-45-0036_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0046,Нц-45-0046_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0070,Нц-45-0070_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0230,Нц-45-0230_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0102,Нц-45-0102_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0121,Нц-45-0121_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,wall,wall,False,False,False,False
Нц-45-0160,Нц-45-0160_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0198,Нц-45-0198_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0199,Нц-45-0199_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0203,Нц-45-0203_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0233,Нц-45-0233_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0235,Нц-45-0235_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0253,Нц-45-0253_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0273,Нц-45-0273_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0278,Нц-45-0278_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0287,Нц-45-0287_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0357,Нц-45-0357_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0370,Нц-45-0370_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0371,Нц-45-0371_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0375,Нц-45-0375_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0391,Нц-45-0391_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0392,Нц-45-0392_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0407,Нц-45-0407_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0408,Нц-45-0408_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0409,Нц-45-0409_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0416,Нц-45-0416_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0437,Нц-45-0437_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0438,Нц-45-0438_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0472,Нц-45-0472_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0513,Нц-45-0513_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0514,Нц-45-0514_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0515,Нц-45-0515_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0516,Нц-45-0516_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0522,Нц-45-0522_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0530,Нц-45-0530_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0532,Нц-45-0532_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0540,Нц-45-0540_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0550,Нц-45-0550_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0558,Нц-45-0558_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0567,Нц-45-0567_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-0573,Нц-45-0573_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0599,Нц-45-0599_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0600,Нц-45-0600_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0612,Нц-45-0612_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0850,Нц-45-0850_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0863,Нц-45-0863_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0885,Нц-45-0885_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-0905,Нц-45-0905_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-0907,Нц-45-0907_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-0998,Нц-45-0998_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1013,Нц-45-1013_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1035,Нц-45-1035_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1079,Нц-45-1079_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-1085,Нц-45-1085_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-1232,Нц-45-1232_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1233,Нц-45-1233_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1236,Нц-45-1236_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1239,Нц-45-1239_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
Нц-45-1242,Нц-45-1242_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1243,Нц-45-1243_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1257,Нц-45-1257_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1259,Нц-45-1259_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1265,Нц-45-1265_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
Нц-45-1267,Нц-45-1267_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1287,Нц-45-1287_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1288,Нц-45-1288_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1296,Нц-45-1296_orig.jpg,Крышка,крышка,Фаянс,faience,Целый,whole,lid,lid,False,False,False,False
Нц-45-1299,Нц-45-1299_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1306,Нц-45-1306_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-45-1308,Нц-45-1308_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1434,Нц-45-1434_orig.jpg,Плитка,плитка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1436,Нц-45-1436_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1441,Нц-45-1441_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1444,Нц-45-1444_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1445,Нц-45-1445_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
Нц-45-1460,Нц-45-1460_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1463,Нц-45-1463_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1466,Нц-45-1466_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1467,Нц-45-1467_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1476,Нц-45-1476_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1529,Нц-45-1529_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1531,Нц-45-1531_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1537,Нц-45-1537_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-45-1562,Нц-45-1562_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1564,Нц-45-1564_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-45-1579,Нц-45-1579_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-067,Нц-46-067_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-137,Нц-46-137_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-144,Нц-46-144_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-46-148,Нц-46-148_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-150,Нц-46-150_orig.jpg,Крышка,крышка,Фаянс,faience,Целый,whole,lid,lid,False,False,False,False
Нц-46-152,Нц-46-152_orig.jpg,Миска,миска,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-162,Нц-46-162_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-170,Нц-46-170_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-193,Нц-46-193_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-204,Нц-46-204_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-210,Нц-46-210_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-211,Нц-46-211_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-221,Нц-46-221_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-225,Нц-46-225_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-228,Нц-46-228_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-230,Нц-46-230_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-235,Нц-46-235_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-240,Нц-46-240_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-253,Нц-46-253_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-260,Нц-46-260_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-264,Нц-46-264_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-320,Нц-46-320_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-335,Нц-46-335_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-46-336,Нц-46-336_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,base,base,False,False,False,False
Нц-46-369,Нц-46-369_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-370,Нц-46-370_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-374,Нц-46-374_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-375,Нц-46-375_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-385,Нц-46-385_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-422,Нц-46-422_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-437,Нц-46-437_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
Нц-46-455,Нц-46-455_orig.jpg,Игрушка,игрушка,Дерево,other,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-499,Нц-46-499_orig.jpg,Изразец,изразец,Керамика,ceramic,Целый,whole,unknown,unknown,True,False,False,False
Нц-46-560,Нц-46-560_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-593,Нц-46-593_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-46-727,Нц-46-727_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-46-736,Нц-46-736_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-47-324,Нц-47-324_orig.jpg,Изразец,изразец,Глина,clay,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-016,Нц-48-016_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-027,Нц-48-027_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-041,Нц-48-041_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-054,Нц-48-054_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-073,Нц-48-073_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-074,Нц-48-074_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-217,Нц-48-217_orig.jpg,Миска,миска,Керамика,ceramic,Фрагмент,fragment,profile,profile,False,False,False,False
Нц-48-304,Нц-48-304_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-326,Нц-48-326_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-334,Нц-48-334_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-341,Нц-48-341_orig.jpg,Миска,миска,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-342,Нц-48-342_orig.jpg,Миска,миска,Фаянс,faience,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-48-360,Нц-48-360_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-375,Нц-48-375_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-376,Нц-48-376_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-48-378,Нц-48-378_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-49-010,Нц-49-010_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-49-011,Нц-49-011_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-49-074,Нц-49-074_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-49-111,Нц-49-111_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-49-166,Нц-49-166_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-002,Нц-52-002_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-016,Нц-52-016_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-161,Нц-52-161_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-164,Нц-52-164_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-170,Нц-52-170_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-171,Нц-52-171_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-181,Нц-52-181_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-220,Нц-52-220_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-221,Нц-52-221_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-255,Нц-52-255_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-52-389,Нц-52-389_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,rim,rim,False,False,False,False
Нц-52-397,Нц-52-397_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-505,Нц-52-505_orig.jpg,Тарелка,тарелка,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-52-506,Нц-52-506_orig.jpg,Крышка,крышка,Керамика,ceramic,Фрагмент,fragment,lid,lid,False,False,False,False
Нц-52-514,Нц-52-514_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-53-021,Нц-53-021_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-53-066,Нц-53-066_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-53-067,Нц-53-067_orig.jpg,Изразец,изразец,Керамика,ceramic,Фрагмент,fragment,unknown,unknown,True,False,False,False
Нц-53-349,Нц-53-349_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0018,Нейш3А-2018-0018_orig.jpg,Крышка,крышка,Фарфор,porcelain,Целый,whole,unknown,unknown,True,False,False,False
Нейш3А-2018-0097,Нейш3А-2018-0097_orig.jpg,Крышка,крышка,Стекло,glass,Целый,whole,lid,lid,False,False,False,False
Нейш3А-2018-0102,Нейш3А-2018-0102_orig.jpg,Крышка,крышка,Стекло,glass,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0105,Нейш3А-2018-0105_orig.jpg,Блюдце,блюдце,Керамика,ceramic,Фрагмент,fragment,base,base,False,False,False,False
Нейш3А-2018-0108,Нейш3А-2018-0108_orig.jpg,Крышка,крышка,Фаянс,faience,Фрагмент,fragment,lid,lid,False,False,False,False
Нейш3А-2018-0111,Нейш3А-2018-0111_orig.jpg,Тарелка,тарелка,Фаянс,faience,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0117,Нейш3А-2018-0117_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0118,Нейш3А-2018-0118_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
Нейш3А-2018-0138,Нейш3А-2018-0138_orig.jpg,Тарелка,тарелка,Фарфор,porcelain,Фрагмент,fragment,rim,rim,False,False,False,False
Нейш3А-2018-0189,Нейш3А-2018-0189_orig.jpg,Крышка,крышка,Стекло,glass,Фрагмент,fragment,lid,lid,False,False,False,False
Нейш3А-2018-0203,Нейш3А-2018-0203_orig.jpg,Тарелка,тарелка,Стекло,glass,Фрагмент,fragment,rim,rim,False,False,False,False
Нейш3А-2018-0206,Нейш3А-2018-0206_orig.jpg,Блюдце,блюдце,Стекло,glass,Фрагмент,fragment,base,base,False,False,False,False
Нейш3А-2018-0210,Нейш3А-2018-0210_orig.jpg,Блюдце,блюдце,Стекло,glass,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0244,Нейш3А-2018-0244_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,profile,profile,False,False,False,False
Нейш3А-2018-0247,Нейш3А-2018-0247_orig.jpg,Блюдце,блюдце,Фарфор,porcelain,Фрагмент,fragment,base,base,False,False,False,False
